amount,avg_txn_amount,amount_deviation,txn_frequency_24h,txn_hour,is_new_beneficiary,prior_suspicious_count,account_age_days,balance_to_amount_ratio,is_transfer,is_fraud
18012.27,15625.45,0.1527,3,7,0,0,413,1.7322,0,0
7729.15,8410.42,-0.081,2,7,1,0,702,50.9108,0,0
4019.52,3206.74,0.2534,1,4,1,0,1233,69.0189,0,0
25875.2,16751.28,0.5446,1,11,0,0,1356,10.4826,0,0
3376.25,3211.25,0.0514,0,16,0,0,1346,54.277,0,0
30449.63,24560.52,0.2398,2,14,1,0,694,2.1067,0,0
27529.48,21077.92,0.3061,3,8,0,0,1335,6.4263,0,0
9602.56,13384.09,-0.2825,1,19,0,0,1511,22.3673,1,0
29733.62,22119.22,0.3442,0,8,0,0,407,2.55,1,0
7718.51,11042.82,-0.301,0,12,0,0,1774,32.7963,1,0
32992.91,4227.0,6.8037,8,4,0,3,90,1.6002,1,1
22488.36,19539.09,0.1509,3,14,0,0,188,14.0296,1,0
3956.25,8818.98,-0.5513,3,15,0,0,1891,85.5705,0,0
4484.65,4569.4,-0.0185,2,15,0,0,1253,40.2012,0,0
8414.28,7848.74,0.072,2,15,1,0,1095,32.6377,0,0
4650.83,5131.77,-0.0937,3,9,0,0,1580,50.3823,0,0
83530.49,12332.88,5.7725,8,5,0,1,102,0.6765,1,1
6400.06,8006.19,-0.2006,2,6,0,0,308,9.8236,0,0
39853.46,24027.15,0.6587,0,17,0,0,116,5.1992,1,0
9114.18,11833.45,-0.2298,2,23,0,0,1468,4.8819,1,0
21308.52,24196.44,-0.1193,1,9,0,0,201,10.8303,1,0
3687.54,7800.6,-0.5272,3,14,0,0,1386,36.5497,1,0
12340.5,14555.72,-0.1522,2,9,0,0,828,20.0893,1,0
25473.88,15607.3,0.6321,2,17,0,0,1504,9.2244,1,0
18635.69,15704.38,0.1866,3,7,1,0,288,6.1998,1,0
2290.27,3621.19,-0.3674,0,12,0,0,1457,92.6962,1,0
1022.15,7468.65,-0.863,2,15,1,0,1321,264.9455,1,0
11282.22,9597.55,0.1755,1,9,0,0,1680,9.888,0,0
15928.92,11073.34,0.4385,3,16,0,0,1016,24.5908,1,0
8246.75,15402.18,-0.4645,2,19,0,0,339,43.0637,0,0
5817.11,14210.04,-0.5906,1,14,0,0,1613,44.934,0,0
23808.08,23349.0,0.0197,3,14,1,0,573,4.0971,1,0
11479.76,10692.3,0.0736,1,0,0,0,606,28.4212,0,0
18115.41,21913.56,-0.1733,3,12,0,0,1986,3.4269,1,0
24488.24,16250.41,0.5069,2,7,1,0,1802,2.2528,0,0
17468.65,19952.72,-0.1245,0,5,0,0,221,19.5306,0,0
17261.17,12138.36,0.422,1,6,0,0,831,1.4831,0,0
21284.67,16429.8,0.2955,2,14,1,0,1479,13.1167,0,0
19916.06,19175.9,0.0386,0,8,0,0,988,19.5446,1,0
31053.31,20248.65,0.5336,0,7,0,0,1381,9.9112,1,0
38620.58,21834.27,0.7688,3,2,0,0,1110,3.3157,0,0
8403.91,11119.57,-0.2442,2,14,1,0,1764,45.3422,1,0
1614.12,6182.17,-0.7388,3,15,0,0,1720,93.6441,1,0
3092.49,3580.03,-0.1361,0,6,0,0,202,55.2336,1,0
15662.24,20699.65,-0.2433,0,6,0,0,1540,15.6742,0,0
16533.64,20054.34,-0.1755,1,20,0,0,1785,9.6168,0,0
14308.26,15565.2,-0.0807,0,21,0,0,522,11.5286,1,0
11327.82,9212.01,0.2297,3,6,0,0,1650,32.7275,1,0
20350.81,17671.41,0.1516,3,23,0,0,1214,7.4107,0,0
16799.88,17100.51,-0.0176,0,3,0,0,415,17.9108,0,0
14964.66,11843.09,0.2636,2,20,0,0,1198,17.1239,1,0
17150.92,21087.62,-0.1867,2,15,1,0,1455,2.3826,0,0
18372.54,20338.64,-0.0967,0,15,1,0,1295,11.5885,0,0
6367.38,12885.23,-0.5058,0,2,0,0,414,60.9879,0,0
16937.81,17317.76,-0.0219,3,7,1,0,574,6.6789,1,0
22261.0,16771.02,0.3273,2,7,1,0,1130,13.3672,1,0
6892.53,5160.78,0.3355,1,9,0,0,1615,50.7986,1,0
4752.7,4562.26,0.0417,2,6,1,0,1194,33.0726,0,0
9536.37,17801.64,-0.4643,0,11,0,0,1433,35.2342,0,0
16153.5,10459.88,0.5443,3,12,0,0,310,5.9205,1,0
8257.38,11126.84,-0.2579,1,18,0,0,339,23.8209,1,0
34668.27,24918.7,0.3912,0,12,0,0,528,10.4022,0,0
25440.24,19260.0,0.3209,0,7,0,0,962,3.3288,0,0
14645.45,11760.76,0.2453,0,12,0,0,1435,14.7881,1,0
8429.98,17186.94,-0.5095,3,8,0,0,1852,15.2206,1,0
20155.74,24923.45,-0.1913,1,14,0,0,111,2.2519,0,0
5388.43,18723.02,-0.7122,0,7,0,0,222,21.138,1,0
16143.82,12692.65,0.2719,1,14,0,0,1037,12.8124,0,0
7991.35,13632.01,-0.4137,1,11,0,0,1219,49.9705,0,0
31046.03,19253.93,0.6124,1,4,0,0,163,8.8713,0,0
31604.23,22344.63,0.4144,0,7,1,0,1113,8.8413,0,0
22888.7,20772.35,0.1019,1,7,0,0,1267,6.5404,0,0
4901.58,5057.8,-0.0309,0,11,1,0,450,68.2664,0,0
5159.5,8724.93,-0.4086,3,6,1,0,1043,55.8601,0,0
277514.38,8472.33,31.7516,6,5,1,2,288,0.1964,1,1
10584.86,16095.98,-0.3424,1,6,0,0,141,6.177,0,0
12348.62,19958.46,-0.3813,0,2,0,0,1199,7.7462,0,0
12266.18,18429.15,-0.3344,0,17,0,0,895,10.2479,0,0
10839.88,17337.51,-0.3748,1,6,0,0,732,14.3847,0,0
415502.77,13004.52,30.9483,3,0,1,2,14,0.0787,1,1
6620.94,5853.76,0.131,0,15,0,0,1951,25.8491,1,0
22998.21,23491.91,-0.021,1,16,0,0,144,7.1078,0,0
12289.64,17863.69,-0.312,1,11,0,0,264,13.974,1,0
10101.97,14206.92,-0.2889,0,6,1,0,395,14.4351,1,0
11404.72,7628.5,0.4949,3,14,1,0,1600,31.4135,1,0
10864.15,11463.18,-0.0523,2,20,0,0,1125,24.1875,1,0
17001.81,18682.49,-0.09,3,18,0,0,1517,22.1832,0,0
8765.01,12812.25,-0.3159,1,15,0,0,1837,8.7246,1,0
6932.51,3869.3,0.7915,3,18,0,0,577,46.1564,1,0
21173.0,23753.33,-0.1086,2,23,0,0,1282,8.7464,1,0
16658.2,9125.27,0.8254,3,20,0,0,308,7.9637,1,0
17973.28,18220.59,-0.0136,0,15,0,0,1863,11.1872,1,0
26413.78,20534.98,0.2863,3,13,0,0,1354,5.2246,1,0
23827.52,18973.12,0.2558,3,19,0,0,1021,14.1948,0,0
17806.03,16322.0,0.0909,3,11,1,0,1209,3.6405,0,0
5902.82,5655.14,0.0438,2,17,0,0,1170,25.2927,0,0
3360.58,8460.81,-0.6027,0,15,0,0,386,46.1634,0,0
17903.42,16798.22,0.0658,1,7,1,0,225,1.214,1,0
16762.28,20756.28,-0.1924,1,16,0,0,177,16.5642,0,0
4756.04,5647.8,-0.1579,1,7,0,0,232,51.0597,0,0
11382.94,13703.38,-0.1693,2,14,0,0,359,15.7735,0,0
8438.82,10593.15,-0.2034,1,8,0,0,203,32.1418,1,0
12898.2,10374.14,0.2433,1,17,0,0,124,21.3705,0,0
19427.43,14841.16,0.309,2,6,0,0,1339,7.2205,0,0
23826.92,20718.53,0.15,1,10,0,0,1637,16.6116,1,0
5538.36,7702.99,-0.281,0,10,0,0,1109,19.5702,0,0
12818.99,17544.41,-0.2693,3,12,0,0,1355,4.9196,1,0
15762.2,13489.75,0.1684,0,0,0,0,276,17.661,1,0
21464.3,18948.12,0.1328,0,7,0,0,1082,18.3418,0,0
11790.23,17361.14,-0.3209,0,14,0,0,140,21.1068,0,0
30606.4,20205.11,0.5148,2,8,0,0,1330,8.8129,0,0
20953.04,12942.11,0.6189,0,14,0,0,977,2.346,1,0
173947.85,7395.53,22.5176,4,22,1,0,270,0.2623,1,1
4167.7,3463.04,0.2034,1,17,0,0,414,19.6486,0,0
19557.89,22830.44,-0.1433,3,1,0,0,298,19.4424,0,0
29417.86,22535.35,0.3054,2,22,0,0,539,11.9047,0,0
7040.34,6677.63,0.0543,0,23,0,0,1714,5.1435,1,0
293660.29,11588.08,24.3395,9,15,1,0,398,0.0817,1,1
18915.84,22686.44,-0.1662,1,8,0,0,782,10.4798,1,0
11620.05,12098.81,-0.0396,1,9,0,0,79,13.665,1,0
4169.78,11748.67,-0.645,1,19,0,0,904,52.0393,0,0
31017.43,23221.35,0.3357,3,8,1,0,1431,3.4596,1,0
8442.49,10736.22,-0.2136,1,18,0,0,1169,31.9252,0,0
12750.96,14374.15,-0.1129,0,11,0,0,152,10.5092,0,0
21475.68,18108.71,0.1859,0,18,0,0,804,3.6548,0,0
9035.96,21868.24,-0.5868,2,9,1,0,1579,18.7376,0,0
19081.45,14296.73,0.3346,3,11,0,0,406,11.1896,0,0
3789.88,9499.18,-0.601,2,11,0,0,536,27.2215,1,0
11541.99,18426.71,-0.3736,0,22,0,0,1355,30.569,1,0
8490.69,12408.72,-0.3157,0,22,0,0,1577,3.5936,0,0
245802.12,8420.86,28.1863,6,5,0,1,238,0.2065,1,1
6398.65,11955.68,-0.4648,3,14,1,0,68,31.8744,0,0
13403.41,10552.5,0.2701,2,12,0,0,852,21.5422,0,0
6188.47,5033.07,0.2295,2,10,0,0,950,25.0358,1,0
24777.49,23434.59,0.0573,1,10,0,0,633,9.8392,0,0
16699.2,20962.88,-0.2034,0,21,0,0,1147,10.1385,0,0
7982.09,7989.21,-0.0009,2,12,0,0,1743,36.29,1,0
18763.37,22223.07,-0.1557,3,13,0,0,561,10.2076,0,0
1492.58,4292.46,-0.6521,1,6,0,0,335,236.0455,1,0
11611.9,23843.86,-0.513,2,21,0,0,1462,6.4251,1,0
24460.39,21792.14,0.1224,0,11,0,0,451,4.0579,1,0
29272.99,23910.76,0.2243,0,5,0,0,799,8.966,1,0
9637.31,17703.84,-0.4556,1,9,0,0,327,36.9112,1,0
110443.79,3759.86,28.3669,9,17,1,1,15,0.144,1,1
18818.81,22028.92,-0.1457,3,15,1,0,1559,11.9208,1,0
26446.97,15984.78,0.6545,0,7,0,0,1956,8.0364,0,0
4049.69,5346.37,-0.2425,2,1,0,0,840,32.6935,0,0
15481.46,13723.07,0.1281,2,8,0,0,642,5.1116,0,0
24531.11,23342.13,0.0509,0,21,1,0,547,4.9636,1,0
1941.97,3160.39,-0.3854,0,14,1,0,1411,77.7796,1,0
22741.33,17001.17,0.3376,1,14,0,0,194,11.2202,1,0
8946.57,6611.42,0.3531,0,8,0,0,277,32.8796,1,0
4314.28,5985.2,-0.2791,3,13,0,0,1823,12.1724,1,0
5766.62,6650.8,-0.1329,2,13,0,0,977,56.361,0,0
11179.73,10086.46,0.1084,2,10,0,0,633,23.0075,0,0
23491.8,22008.2,0.0674,1,1,0,0,470,10.5735,1,0
4914.53,4984.33,-0.014,1,10,0,0,1667,5.2071,0,0
34440.59,24777.32,0.39,0,10,0,0,321,4.5837,0,0
18679.24,17659.83,0.0577,1,6,1,0,1206,4.1929,0,0
10424.69,17479.67,-0.4036,1,11,0,0,1947,9.27,1,0
4723.13,11406.46,-0.5859,1,15,0,0,1311,27.5702,0,0
136077.31,5667.25,23.0071,5,1,1,0,287,0.3527,1,1
7758.83,18841.64,-0.5882,3,11,0,0,632,36.3966,0,0
2406.57,16679.59,-0.8557,3,7,1,0,1024,109.239,0,0
11620.27,20802.87,-0.4414,3,12,0,0,1511,15.9439,0,0
15154.16,13828.99,0.0958,3,2,0,0,1262,9.0689,0,0
21476.94,20888.52,0.0282,2,21,0,0,1157,4.2738,1,0
8563.05,10820.07,-0.2086,0,6,0,0,397,28.3179,1,0
5639.66,8594.73,-0.3438,0,9,0,0,1428,28.7888,0,0
22656.99,23689.62,-0.0436,0,6,1,0,999,3.682,1,0
3858.47,3241.49,0.1903,0,8,0,0,1197,25.0438,1,0
16816.39,22782.3,-0.2619,2,15,0,0,952,7.0641,1,0
16087.42,16453.11,-0.0222,0,13,0,0,1723,13.6488,1,0
25211.03,18246.52,0.3817,3,16,0,0,554,11.1456,0,0
3552.64,7276.88,-0.5117,0,7,0,0,478,10.3229,1,0
9556.91,16990.72,-0.4375,0,22,0,0,1376,29.6629,0,0
246859.57,13967.45,16.6727,7,1,1,1,356,0.0576,1,1
16900.16,14665.58,0.1524,2,22,0,0,1910,13.1288,1,0
22510.0,20032.52,0.1237,2,17,1,0,467,1.9418,0,0
4678.8,3103.7,0.5073,1,14,0,0,1638,26.4842,1,0
10890.22,11912.2,-0.0858,3,7,0,0,189,14.7974,0,0
12697.01,12968.37,-0.0209,3,17,0,0,799,13.6309,1,0
3712.25,7865.25,-0.528,2,2,0,0,1471,105.6879,1,0
13357.73,17033.43,-0.2158,1,8,0,0,685,23.6505,1,0
10046.33,10982.03,-0.0852,2,6,0,0,590,14.6045,0,0
17753.29,17286.9,0.027,3,7,0,0,602,9.2463,1,0
8933.38,6479.88,0.3786,2,13,1,0,1760,17.2237,0,0
30959.28,20560.91,0.5057,0,15,0,0,652,4.1957,1,0
28115.06,24521.47,0.1465,0,9,0,0,992,9.1472,0,0
86541.48,3192.68,26.098,4,16,1,0,146,0.6633,1,1
16321.08,17156.21,-0.0487,2,2,1,0,1391,15.3451,0,0
24225.16,23509.86,0.0304,3,2,0,0,108,13.6953,0,0
4007.5,5427.84,-0.2616,3,8,0,0,414,48.1552,0,0
23669.03,22367.04,0.0582,2,13,0,0,421,12.1018,0,0
11559.58,12896.22,-0.1036,1,16,0,0,1289,29.2218,1,0
23775.19,17110.9,0.3895,0,0,1,0,1065,15.0984,1,0
32192.4,21720.1,0.4821,3,16,0,0,681,11.5519,0,0
11231.28,19203.08,-0.4151,3,14,0,0,1391,4.1617,0,0
11282.58,14406.75,-0.2168,3,7,0,0,1285,32.0898,1,0
13223.21,11115.35,0.1896,0,21,1,0,561,27.4568,1,0
6157.96,4162.75,0.4792,3,14,0,0,650,63.2229,1,0
7958.05,6420.81,0.2394,0,21,0,0,788,37.6252,1,0
172060.58,5351.86,31.1438,3,22,1,3,400,0.239,1,1
7597.26,10176.41,-0.2534,2,14,1,0,1005,14.3068,1,0
18136.52,18852.74,-0.038,2,13,0,0,123,7.3118,1,0
13746.23,8968.19,0.5327,0,4,0,0,1387,14.3073,1,0
72518.1,7590.98,8.5521,3,1,1,3,70,0.7616,1,1
15172.09,15164.93,0.0005,0,12,0,0,116,22.4927,0,0
16499.83,18430.84,-0.1048,0,12,0,0,353,16.4746,0,0
98988.36,10857.99,8.1159,4,21,1,3,245,0.5637,1,1
14309.41,11892.34,0.2032,0,0,0,0,765,11.202,0,0
29050.87,21111.62,0.376,3,5,0,0,789,6.8579,0,0
75460.47,5432.0,12.8895,5,3,1,1,177,0.7494,1,1
112129.22,13421.82,7.3537,5,5,1,3,285,0.0473,1,1
20265.34,14679.05,0.3805,2,20,0,0,1247,19.0226,1,0
6302.95,5489.77,0.1481,1,10,0,0,81,45.1342,0,0
15018.29,12004.81,0.251,2,22,0,0,1607,12.9384,0,0
7537.36,11008.77,-0.3153,1,10,1,0,1517,26.47,1,0
18290.18,12832.46,0.4253,1,19,0,0,1931,10.7279,0,0
8758.5,7526.14,0.1637,3,10,0,0,1498,10.2254,0,0
169640.22,9917.15,16.1041,7,3,0,1,359,0.0731,1,1
8242.97,24595.16,-0.6648,3,10,0,0,1768,44.0145,1,0
13087.5,9310.03,0.4057,1,9,1,0,1970,22.3874,0,0
14868.8,11112.65,0.338,2,11,0,0,1330,14.6047,0,0
17771.31,23172.89,-0.2331,3,17,1,0,1708,21.1227,1,0
7822.26,5921.81,0.3209,3,6,0,0,212,39.5536,1,0
11348.71,10651.7,0.0654,2,21,1,0,1689,2.6324,1,0
161063.97,4790.87,32.6121,3,1,1,0,281,0.2881,1,1
9019.39,11061.02,-0.1846,0,17,0,0,809,36.3211,0,0
22920.14,24045.79,-0.0468,2,6,0,0,338,2.6857,1,0
20884.11,22784.86,-0.0834,2,1,0,0,325,17.8563,1,0
7601.63,8311.57,-0.0854,2,14,0,0,1509,43.8522,0,0
2838.95,9076.42,-0.6871,3,6,0,0,1190,112.2869,1,0
11483.3,20402.42,-0.4371,3,7,0,0,1209,6.2446,0,0
12033.09,13896.7,-0.1341,1,9,0,0,1948,8.7208,0,0
2712.58,5170.32,-0.4753,1,16,0,0,446,140.3998,0,0
24194.48,22456.09,0.0774,2,18,0,0,572,9.8085,0,0
10546.03,8480.46,0.2435,3,7,1,0,1665,23.8273,0,0
7853.65,5779.27,0.3589,3,18,0,0,562,8.273,1,0
13512.19,13757.49,-0.0178,0,17,0,0,188,12.5256,1,0
3609.29,5045.28,-0.2846,0,6,0,0,1964,40.6176,1,0
32718.08,21849.02,0.4974,2,7,1,0,1036,11.5178,1,0
333949.44,9503.72,34.1352,6,5,1,1,67,0.1096,1,1
222658.49,6420.52,33.6739,5,5,0,2,237,0.2561,1,1
44851.23,7381.04,5.0759,3,13,1,1,323,0.7744,1,1
7609.39,6420.55,0.1851,2,6,0,0,765,50.4233,1,0
15317.16,17075.3,-0.103,2,12,0,0,213,14.5473,0,0
34789.23,21575.7,0.6124,3,7,0,0,764,5.8469,1,0
5987.53,8197.39,-0.2695,1,14,0,0,1612,54.5939,0,0
12852.61,8225.66,0.5624,2,16,0,0,509,14.6881,1,0
4290.72,3477.43,0.2338,1,6,0,0,349,29.0941,0,0
1310.87,7761.74,-0.831,3,9,0,0,1537,152.3972,1,0
16589.31,16148.27,0.0273,0,16,0,0,293,17.4656,1,0
16334.07,17347.19,-0.0584,1,7,0,0,467,3.3939,1,0
33024.0,23632.0,0.3974,3,22,0,0,164,5.0798,0,0
11905.18,17700.73,-0.3274,0,10,0,0,1331,32.1088,0,0
27973.21,17995.08,0.5545,2,4,0,0,481,7.262,1,0
14374.32,12172.0,0.1809,1,21,0,0,1783,20.5949,1,0
2922.49,8998.75,-0.6752,2,9,0,0,187,53.1126,1,0
3762.15,3451.26,0.0901,1,6,0,0,915,45.9484,1,0
2881.82,4607.2,-0.3744,0,13,0,0,1027,69.6864,0,0
9524.02,8843.91,0.0769,2,11,0,0,652,33.7216,1,0
91224.7,4690.21,18.4461,9,1,1,0,122,0.3625,1,1
10050.17,7514.12,0.3375,0,0,1,0,1437,34.6853,1,0
33176.51,24379.83,0.3608,3,10,0,0,1507,4.9116,0,0
10202.44,11381.36,-0.1036,3,21,0,0,552,20.2445,0,0
14477.78,22819.04,-0.3655,3,14,0,0,370,21.6971,1,0
15208.53,20211.57,-0.2475,2,11,0,0,516,19.0498,0,0
15716.12,15501.09,0.0139,1,6,0,0,482,15.6443,1,0
7130.82,5444.4,0.3097,3,7,0,0,1845,27.6091,0,0
15380.92,16348.79,-0.0592,0,10,1,0,1958,11.186,1,0
5284.32,5656.21,-0.0657,1,11,0,0,1775,29.544,0,0
27089.24,17850.54,0.5175,3,12,1,0,1067,9.9973,0,0
27375.83,21750.99,0.2586,1,6,0,0,796,4.7502,0,0
7092.24,7689.39,-0.0776,1,10,0,0,1737,50.0094,1,0
16955.72,9155.33,0.8519,0,17,0,0,784,7.6918,0,0
17595.24,23606.4,-0.2546,1,13,0,0,976,15.1313,0,0
236465.2,10532.81,21.4483,9,7,0,1,317,0.1093,1,1
11903.05,10967.31,0.0853,3,22,0,0,1592,6.5781,0,0
9569.17,19777.46,-0.5161,1,13,1,0,1320,40.1537,1,0
12311.07,13804.27,-0.1082,3,17,0,0,423,24.5303,0,0
12933.83,10818.32,0.1955,2,17,0,0,1829,10.428,0,0
28740.5,16272.46,0.7662,0,6,0,0,1730,5.6919,1,0
131693.79,5769.68,21.8214,7,10,1,0,221,0.0632,1,1
26814.58,22034.34,0.2169,1,15,0,0,530,11.9482,0,0
1968.09,6934.47,-0.7161,3,19,0,0,44,91.9943,0,0
3407.6,8594.37,-0.6034,0,11,0,0,769,99.3983,0,0
14483.8,13263.81,0.092,2,17,0,0,849,21.5379,0,0
22819.54,19788.4,0.1532,3,21,0,0,1228,3.7936,0,0
9601.51,8329.48,0.1527,1,17,0,0,485,23.425,1,0
12325.82,15324.13,-0.1956,1,12,0,0,1032,25.8469,1,0
3787.33,3522.56,0.0751,0,5,0,0,1656,77.187,0,0
22892.91,15916.98,0.4382,2,10,1,0,1357,9.1909,0,0
30906.54,22313.57,0.3851,3,17,0,0,761,8.8597,1,0
17837.17,19117.62,-0.067,2,14,0,0,1401,15.9484,1,0
13007.42,24490.55,-0.4689,0,10,0,0,648,12.6939,0,0
5292.07,5484.43,-0.0351,2,0,0,0,1227,49.2163,0,0
2575.68,5280.61,-0.5121,2,13,0,0,388,27.4367,1,0
16970.59,17983.78,-0.0563,2,11,0,0,1013,7.0545,0,0
10234.04,9507.39,0.0764,0,1,0,0,361,25.9992,1,0
9594.2,21462.89,-0.553,1,8,0,0,1541,35.5578,1,0
8931.28,24132.91,-0.6299,1,13,0,0,1107,6.3708,1,0
20918.05,14888.15,0.405,0,21,0,0,1458,9.9052,1,0
147588.39,9024.37,15.3527,3,23,1,3,171,0.2628,1,1
454122.59,13522.47,32.5804,3,1,1,1,52,0.1051,1,1
17584.9,21049.2,-0.1646,2,17,0,0,578,1.3016,1,0
11945.95,24345.96,-0.5093,1,12,0,0,1788,6.2734,0,0
3488.63,3824.14,-0.0877,1,21,0,0,193,29.5893,1,0
21026.61,22438.68,-0.0629,0,7,0,0,838,13.7678,0,0
3631.85,6112.51,-0.4058,3,0,0,0,354,28.1414,0,0
18440.12,9566.98,0.9274,1,15,0,0,1012,16.9754,0,0
14400.32,16325.21,-0.1179,0,9,0,0,234,14.908,0,0
17894.33,13771.71,0.2993,3,5,0,0,784,13.0739,1,0
4606.28,5112.93,-0.0991,2,12,0,0,762,47.7716,0,0
26050.73,23721.38,0.0982,3,12,0,0,1980,6.9106,0,0
26975.04,14441.63,0.8678,2,21,0,0,720,14.2935,1,0
19198.06,16961.87,0.1318,0,13,0,0,734,8.8947,0,0
35621.39,23438.4,0.5198,0,12,1,0,234,10.5433,0,0
19520.26,16281.97,0.1989,3,5,0,0,1317,11.4627,1,0
10593.71,13014.35,-0.186,3,19,0,0,352,14.8043,0,0
23086.44,21257.45,0.086,2,13,0,0,247,16.74,0,0
5052.01,5833.41,-0.1339,2,6,1,0,133,72.0224,0,0
18383.55,19348.9,-0.0499,1,12,0,0,266,5.4434,1,0
5682.16,4154.8,0.3675,3,6,0,0,40,31.1542,1,0
6731.75,10620.06,-0.3661,1,13,0,0,828,44.8816,0,0
2257.52,3150.26,-0.2833,2,9,0,0,53,53.7776,0,0
26026.71,18097.85,0.4381,3,19,0,0,522,2.2585,0,0
14572.1,12290.91,0.1856,0,8,0,0,1680,4.8189,0,0
20404.03,18984.1,0.0748,2,12,0,0,1751,15.5972,1,0
137863.03,4082.81,32.7587,8,4,1,1,374,0.3773,1,1
23926.03,16884.5,0.417,3,14,0,0,803,8.383,1,0
5922.68,5402.62,0.0962,2,19,1,0,979,28.2733,0,0
13415.54,12728.17,0.054,3,7,0,0,476,3.6817,0,0
13533.72,15402.27,-0.1213,0,3,0,0,662,23.664,0,0
11804.46,16121.37,-0.2678,3,7,0,0,1450,20.1963,1,0
6661.48,6400.21,0.0408,0,11,1,0,268,54.1662,1,0
6214.6,8158.86,-0.2383,0,6,0,0,1451,23.7502,0,0
7462.21,6242.52,0.1954,3,0,0,0,1644,9.4626,0,0
6226.19,5009.9,0.2427,1,13,0,0,496,7.097,0,0
10583.63,9019.96,0.1733,2,17,0,0,1047,16.8515,1,0
5615.98,4676.97,0.2007,0,19,0,0,520,14.0852,0,0
10774.31,8513.32,0.2656,2,6,0,0,1122,24.2519,0,0
7764.63,7962.07,-0.0248,2,16,0,0,1265,33.589,0,0
24940.51,21640.62,0.1525,1,3,0,0,576,1.1869,1,0
5307.45,5742.99,-0.0758,0,14,0,0,1407,8.3677,1,0
5332.08,6217.36,-0.1424,1,17,0,0,1032,26.7007,0,0
27304.73,16390.11,0.6659,0,15,0,0,970,10.8743,1,0
5003.68,4936.11,0.0137,2,13,0,0,1442,61.9139,0,0
27841.43,23470.94,0.1862,1,8,0,0,347,9.8115,0,0
23592.38,15771.84,0.4958,3,2,1,0,315,11.4326,0,0
13718.55,10265.79,0.3363,1,3,0,0,1268,11.7358,1,0
12753.81,14069.72,-0.0935,2,19,0,0,1207,16.8602,0,0
6723.9,11952.35,-0.4374,1,0,0,0,902,7.0879,0,0
19206.27,19658.53,-0.023,1,7,1,0,1380,3.8184,1,0
3765.3,8264.94,-0.5444,1,9,1,0,453,25.4675,1,0
19074.4,15567.29,0.2253,2,17,0,0,534,13.2826,1,0
10671.43,10011.07,0.066,2,17,0,0,617,5.4019,1,0
21900.55,15450.52,0.4174,0,12,0,0,1769,12.3908,0,0
4454.42,6115.93,-0.2716,1,14,0,0,912,46.9487,0,0
11772.86,13051.57,-0.098,2,9,0,0,689,8.2251,0,0
1336.73,7549.03,-0.8228,2,10,1,0,1835,272.8023,0,0
5124.34,5386.83,-0.0487,1,22,0,0,1049,12.7547,0,0
23603.0,20737.43,0.1382,1,11,0,0,105,5.9153,1,0
22297.36,21990.08,0.014,3,12,0,0,1821,16.7043,1,0
29104.57,19986.22,0.4562,2,22,0,0,1612,1.575,0,0
27313.15,16093.85,0.6971,1,20,0,0,1072,1.6719,0,0
24239.91,22997.87,0.054,3,21,0,0,1471,12.4484,0,0
1601.16,3221.09,-0.5028,0,23,0,0,1504,110.454,0,0
11369.26,10282.77,0.1057,3,14,0,0,1333,3.8012,1,0
7140.93,6248.9,0.1427,0,9,0,0,709,21.0648,0,0
16626.63,11318.35,0.469,0,9,1,0,1314,7.1557,0,0
17621.57,20792.06,-0.1525,0,17,0,0,779,2.484,0,0
12111.31,12598.4,-0.0387,2,12,0,0,528,4.3883,1,0
34888.54,23437.28,0.4886,2,15,1,0,1403,2.9735,0,0
13605.74,13962.32,-0.0255,2,9,0,0,1810,2.2001,0,0
13090.05,19563.75,-0.3309,1,16,0,0,333,6.0456,1,0
4604.65,4177.79,0.1021,3,17,1,0,972,59.6289,1,0
11018.59,13274.96,-0.17,3,12,0,0,425,29.713,0,0
15308.12,15106.34,0.0134,1,11,0,0,1351,23.4903,0,0
18433.99,15681.28,0.1755,1,8,0,0,193,21.0326,1,0
11873.56,18698.79,-0.365,1,7,0,0,235,10.6171,0,0
23499.33,21123.86,0.1124,1,22,0,0,1113,12.3503,0,0
24028.25,24708.39,-0.0275,1,17,0,0,1227,15.4717,1,0
5581.67,11283.5,-0.5053,2,6,0,0,1986,42.7922,1,0
44928.55,24721.3,0.8174,1,8,0,0,1848,7.8549,0,0
124613.93,3304.75,36.6964,3,0,1,2,328,0.0429,1,1
3094.03,3077.72,0.0053,3,13,0,0,1837,67.5594,0,0
14990.88,15532.86,-0.0349,0,14,0,0,1225,16.0079,1,0
13867.6,12827.07,0.0811,1,14,0,0,250,11.9095,1,0
6773.97,10826.37,-0.3743,2,9,0,0,746,37.4764,1,0
27241.55,19732.8,0.3805,2,18,0,0,1441,6.4791,1,0
15017.76,13030.38,0.1525,2,11,0,0,304,14.4958,0,0
33904.93,21918.78,0.5468,1,17,0,0,227,11.6433,1,0
3415.84,4112.73,-0.1694,1,17,0,0,1729,42.9442,1,0
6180.63,5871.83,0.0526,0,12,0,0,1240,22.1282,0,0
27824.76,22811.08,0.2198,3,10,0,0,297,6.1709,0,0
12124.14,21466.33,-0.4352,0,12,0,0,596,10.5085,1,0
26877.62,19435.32,0.3829,2,9,1,0,282,1.2296,0,0
6860.07,8036.39,-0.1464,1,17,0,0,1183,35.7491,0,0
22280.49,23387.77,-0.0473,3,20,0,0,1036,9.7143,1,0
